Date,Open,High,Low,Close,Change,Change%,Volume('000 shares)
2020/2/10,377.5,386.5,375,380,-1,-0.26,11049.172
2020/2/11,382,391.5,382,390,10,2.56,11384.133
2020/2/12,398,403.5,395,401.5,11.5,2.86,13600.808
2020/2/13,408.5,412,406.5,408.5,7,1.71,15526.27
2020/2/14,407,408,403.5,405.5,-3,-0.74,9177.582
2020/2/17,397.5,399.5,394,398,-7.5,-1.88,9237.824
2020/2/18,394,396.5,392,392,-6,-1.53,7500.223
2020/2/19,395,396,387.5,388.5,-3.5,-0.9,9008.26
2020/2/20,391.5,394,387.5,394,5.5,1.4,8177.571
2020/2/21,394,394,388,388,-6,-1.55,7800.08
2020/2/24,382.5,384.5,376,377,-11,-2.92,13117.425
2020/2/25,374.5,383,371,378.5,1.5,0.4,10230.047
2020/2/26,375,380,373,375,-3.5,-0.93,10994.144
2020/2/27,376,378,360,360,-15,-4.17,14733.37
2020/3/2,356,368,353.5,363,3,0.83,11727.602
2020/3/3,373,378.5,371,372,9,2.42,10014.005
2020/3/4,371.5,372.5,364,370.5,-1.5,-0.4,10894.688
2020/3/5,377.5,385,376,385,14.5,3.77,11305.601
2020/3/6,380,382.5,376.5,378.5,-6.5,-1.72,7682.406
2020/3/9,368.5,371,361,366.5,-12,-3.27,11652.891
2020/3/10,363.5,373.5,362,373.5,7,1.87,11832.469
2020/3/11,373.5,377,362,363,-10.5,-2.89,9371.669
2020/3/12,356,358.5,336,336,-27,-8.04,19312.208
2020/3/13,307.5,348,305,341,5,1.47,23633.277
2020/3/16,333,342.5,320,320,-21,-6.56,12157.253
2020/3/17,308,328.5,308,315.5,-4.5,-1.43,14400.86
2020/3/18,315.5,321.5,301.5,301.5,-14,-4.64,14131.612
2020/3/19,291,298.5,273,274,-27.5,-10.04,25712.419
2020/3/20,296,301,287,301,27,8.97,17586.676
2020/3/23,307,314,296,308,7,2.27,21198.004
2020/3/24,336,338.5,326,330,22,6.67,13447.078
2020/3/25,348,353,330,334.5,4.5,1.35,20283.591
2020/3/26,339,345,328,343.5,9,2.62,11554.093
2020/3/27,359.5,359.5,336.5,340,-3.5,-1.03,13224.545
2020/3/30,329.5,336.5,323,336.5,-3.5,-1.04,11164.349
2020/3/31,339,343.5,326,327.5,-9,-2.75,10956.002
2020/4/1,333,334,325.5,334,6.5,1.95,6677.209
2020/4/6,346,346,336.5,341,7,2.05,8234.391
2020/4/7,348,350,346,347,6,1.73,10214.322
2020/4/8,346,352,345,349.5,2.5,0.72,6885.59
2020/4/9,356,356,347.5,351.5,2,0.57,8237.776
2020/4/10,352.5,352.5,348,350,-1.5,-0.43,6619.621
2020/4/13,349,354.5,348.5,351.5,1.5,0.43,7148.004
2020/4/14,354,368.5,353.5,365.5,14,3.83,13578.196
2020/4/15,370,370.5,363.5,365.5,0,0,8890.815
2020/4/16,361,365.5,360.5,361.5,-4,-1.11,6871.648
2020/4/17,379,379,363,368,6.5,1.77,13317.197
2020/4/20,371,373.5,366.5,370,2,0.54,5979.488
2020/4/21,367,367,352,353.5,-16.5,-4.67,11421.46
2020/4/22,350,352,342,346,-7.5,-2.17,12142.371
2020/4/23,347.5,351,344,351,5,1.42,8791.011
2020/4/24,351,353,348,348.5,-2.5,-0.72,6025.467
2020/4/27,357,374,355.5,372,23.5,6.32,13194.986
2020/4/28,374.5,375,363.5,375,3,0.8,10769.852
2020/4/29,400,400,386.5,398,23,5.78,31507.975
2020/4/30,412,415.5,405,415,17,4.1,22045.679
2020/5/4,404,405,398,399.5,-15.5,-3.88,11748.303
2020/5/5,403.5,405.5,396,401.5,2,0.5,7287.899
2020/5/6,405,409.5,401.5,408,6.5,1.59,10340.772
2020/5/7,412,415,411,411,3,0.73,8184.23
2020/5/8,415,418,411.5,411.5,0.5,0.12,6884.964
2020/5/11,415.5,415.5,407,410,-1.5,-0.37,6448
